NGEN,NO,ind,fitness,theta
5,5,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), AND1(ANDN(x1, x2), XOR1(x1, x2))), ORN1(x1, x1)), x1))","(0.4456191625213885, 24)","[2, 0.6532686869774748, 0.4892244820876439, 1.4233273283347887, 0.7589908605262425, 1.40801433864225, 0.19202108492128467, 1.4152907603787646, 1.6550824071918504, 0.9432498103954823, 0.31448787403129597, 1.0506230165185668]"
5,6,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(x2, ORN1(XOR1(x2, x1), x2)))","(0.4456536752719477, 13)","[2, 1.9374566351639562, 0.6629729099221704, 1.110821826712178, 0, 0.008995645185461143]"
5,7,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), ORN1(x1, x1)), x1))","(0.446466325670141, 14)","[1.058656654046782, 1.3521505444956854, 1.049986260948354, 0.5429674710673571, 1.505492475983381, 1.3084670397067137, 1.8972210272459957]"
5,8,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(NOR1(x1, x2), x1)))","(0.4466917332745164, 11)","[0.1392168994979932, 0.1489620251760273, 1.8972331699306395, 1.7964899939996197, 1.2365286952398993]"
5,9,"ORN1(x2, Positive(x1))","(0.447065543727917, 4)","[0.9790210900762553, 0.2438056606103398]"
5,10,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(NAND(x2, x2), NAND(x2, x2)), x2), ORN1(x1, x1)), x1))","(0.44733943621565214, 21)","[0.12118415856805131, 2, 1.902335776051366, 1.4048236530415716, 2, 1.0971123496921922, 1.5184940871310468, 0.6510403292439993, 0, 0.4866020319125999]"
5,11,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(x1, AND1(x1, x1))))","(0.4477771884620468, 11)","[0.8654902704087553, 1.8742693291048553, 0.7244038769248378, 0.7563899791003823, 1.8358740121284016]"
5,12,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(x1, x1)))","(0.44789393530088006, 9)","[0.6851598805292871, 1.0411717192006504, 0.6364000738797819, 1.5953140799860261]"
5,13,"NOR1(NAND(x2, x2), NOR1(x1, x1))","(0.44808359494097405, 7)","[1.130718445440368, 2, 0.0964989364478418]"
5,14,"ORN1(ANDN(x2, x2), XOR1(x1, x1))","(0.44848024917682305, 7)","[1.6170171869615055, 0.7997373225865363, 1.9042349068718818]"
5,15,"Positive(ORN1(x2, x1))","(0.44854121184634593, 4)","[0.11808419324791175, 1.1415906307725665]"
5,16,"ORN1(x2, x1)","(0.44855599726750334, 3)",[0.39928810891642996]
5,17,"AND1(ORN1(x1, x2), ORN1(x1, x1))","(0.44858704498848584, 7)","[1.156770537468269, 0.0893579570660481, 1.5083056954160627]"
5,18,"ANDN(ANDN(x1, x1), XOR1(x1, x2))","(0.4486462055600836, 7)","[0.6250070777942527, 1.76953188081056, 1.566045366219871]"
5,19,"ANDN(ANDN(x2, Positive(x2)), XOR1(x1, x2))","(0.4486994712657803, 8)","[0.4407876686129979, 1.156588156418859, 1.85080841692998, 0.5100936823282238]"
6,0,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(x1, x1)))","(0.3967389958838916, 9)","[1.015997344966947, 0.7847176901725503, 0.40217693156120427, 0.12640235026264834]"
6,1,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), ORN1(x1, Negative(x2))), x1))","(0.4417362703087725, 15)","[1.5442095021717404, 0.6126301315216045, 0.9303197242192682, 1.979689445718967, 1.502123752762184, 1.7796364582053545, 1.1185785498964982, 0.2788903573017314]"
6,2,"NOR1(ORN1(ORN1(x1, x2), ORN1(x1, x2)), Positive(x2))","(0.4426055013524864, 10)","[0.7402703741837506, 0.816261250161511, 1.042136348418333, 1.5713679455653802, 1.818135977330569]"
6,3,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(ORN1(x2, Positive(x1)), x2), ORN1(x1, x1)), x1))","(0.4430115329485218, 18)","[1.202974380918067, 0.36765832030963685, 1.0722541795690608, 0.7722240424904461, 2, 0.8720532628171646, 0.5240732512080979, 1.6910634672667828, 1.5228918855136506]"
6,4,"NOR1(ORN1(ORN1(x1, x2), ORN1(x1, x2)), AND1(x2, ORN1(XOR1(x2, x1), x2)))","(0.443325874572724, 15)","[2, 1.5485304613591997, 2, 1.9188542008373735, 1.3164000768216733, 1.0905855703917027, 0.27370233764544527]"
6,5,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), x2), ORN1(x1, x1)), x1))","(0.44439566561983196, 18)","[1.234836441355582, 0.423927516961889, 0.15561199431670492, 1.7531090794004374, 0.1696490420902863, 0.48842920302257076, 1.2424734601179643, 1.5628150759761101, 0.008302948679187017]"
6,6,"NOR1(NAND(x2, x2), NOR1(NOR1(x2, x1), x1))","(0.4450795489470114, 9)","[0.4524325024436968, 1.8931454500974454, 1.6953428463393165, 0.6771251228834785]"
6,7,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(x2, x2), ORN1(x1, x1)), x1))","(0.44539686253847466, 15)","[1.1828568582970584, 0.8259453944982347, 1.999075972142857, 1.2432797222600982, 1.6358778684289228, 1.1239483827858563, 1.9925307582178828]"
6,8,"NOR1(XNOR(XOR1(x2, Positive(x2)), x2), AND1(ANDN(Negative(x1), ORN1(x1, x1)), x1))","(0.4455484949870419, 15)","[0.8419281073422871, 0.9875852434194408, 1.7900955876407618, 0.0018401781626231628, 1.611026847965136, 1.934462795403856, 0.28717098405637675, 0.8167283013311988]"
6,9,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), AND1(ANDN(x1, x2), XOR1(x1, x2))), ORN1(x1, x1)), x1))","(0.4456191625213885, 24)","[2, 0.6532686869774748, 0.4892244820876439, 1.4233273283347887, 0.7589908605262425, 1.40801433864225, 0.19202108492128467, 1.4152907603787646, 1.6550824071918504, 0.9432498103954823, 0.31448787403129597, 1.0506230165185668]"
6,10,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(x2, ORN1(XOR1(x2, x1), x2)))","(0.4456536752719477, 13)","[2, 1.9374566351639562, 0.6629729099221704, 1.110821826712178, 0, 0.008995645185461143]"
6,11,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), AND1(ANDN(x1, x2), XOR1(ORN1(x1, Negative(x2)), x2))), ORN1(x1, x2)), x1))","(0.44590855420752556, 27)","[0.24050867180514945, 1.3486202709061728, 0.09406999273251371, 0.42295150079236543, 1.3375495257753887, 1.3476771786311044, 1.71713813463561, 1.947871547020085, 0.8798980689548914, 1.6890197473987256, 1.1568666075176526, 0.3726285176480333, 0.2996780888997499, 0.3490189304001914]"
6,12,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), x2), ORN1(x1, Negative(XNOR(x2, x1)))), x1))","(0.44622123827328963, 21)","[2, 1.0961515845984346, 2, 1.8846139895300784, 0.7208319595815875, 0.8868328602378667, 2, 1.074551177424888, 0.6394831458845269, 0, 2]"
6,13,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), ORN1(x1, x1)), x1))","(0.446466325670141, 14)","[1.058656654046782, 1.3521505444956854, 1.049986260948354, 0.5429674710673571, 1.505492475983381, 1.3084670397067137, 1.8972210272459957]"
6,14,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(NOR1(x1, x2), x1)))","(0.4466917332745164, 11)","[0.1392168994979932, 0.1489620251760273, 1.8972331699306395, 1.7964899939996197, 1.2365286952398993]"
6,15,"ORN1(x2, Positive(x1))","(0.447065543727917, 4)","[0.9790210900762553, 0.2438056606103398]"
6,16,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(ANDN(x2, x1)), ORN1(x1, x1)), x1))","(0.4471381297783504, 16)","[0.6834436588109664, 0, 0.15764177555410985, 0.6639737405709437, 1.008139228344957, 1.9689454531904036, 0.12345609131914892, 0.36595636803798726]"
6,17,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(NAND(x2, x2), NAND(x2, x2)), x2), ORN1(x1, x1)), x1))","(0.44733943621565214, 21)","[0.12118415856805131, 2, 1.902335776051366, 1.4048236530415716, 2, 1.0971123496921922, 1.5184940871310468, 0.6510403292439993, 0, 0.4866020319125999]"
6,18,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), Negative(x1)), x1))","(0.4475102924448019, 13)","[1.1929306801793502, 1.5010507770147172, 1.7521938744159082, 1.3192159128979486, 1.0621525086125985, 1.0861726636388744, 1.3274759668423413]"
6,19,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(x1, AND1(x1, x1))))","(0.4477771884620468, 11)","[0.8654902704087553, 1.8742693291048553, 0.7244038769248378, 0.7563899791003823, 1.8358740121284016]"
7,0,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(x1, x1)))","(0.3967389958838916, 9)","[1.015997344966947, 0.7847176901725503, 0.40217693156120427, 0.12640235026264834]"
7,1,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(NOR1(x1, x2), ORN1(x2, x2))))","(0.4398586187979936, 13)","[0.2676406755138374, 1.7308809968794514, 0.046198239834943866, 0.23495592857419356, 0.8558117498947255, 1.4926584234422193]"
7,2,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(ORN1(x2, Positive(x1)), x2), ORN1(x1, x1)), Positive(x1)))","(0.4417047226468843, 19)","[0.44237065150217614, 1.1031103766946653, 1.3175703126975862, 1.2952502548234557, 0.18682523756525793, 0.653621325073118, 1.0876433277093376, 1.4116256174623245, 1.2825579053677805, 1.5206412688193014]"
7,3,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), ORN1(x1, Negative(x2))), x1))","(0.4417362703087725, 15)","[1.5442095021717404, 0.6126301315216045, 0.9303197242192682, 1.979689445718967, 1.502123752762184, 1.7796364582053545, 1.1185785498964982, 0.2788903573017314]"
7,4,"NOR1(ORN1(ORN1(x1, x2), ORN1(x1, x2)), Positive(x2))","(0.4426055013524864, 10)","[0.7402703741837506, 0.816261250161511, 1.042136348418333, 1.5713679455653802, 1.818135977330569]"
7,5,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(ORN1(x2, Positive(x1)), x2), ORN1(x1, x1)), x1))","(0.4430115329485218, 18)","[1.202974380918067, 0.36765832030963685, 1.0722541795690608, 0.7722240424904461, 2, 0.8720532628171646, 0.5240732512080979, 1.6910634672667828, 1.5228918855136506]"
7,6,"NOR1(ORN1(ORN1(x1, x2), ORN1(x1, x2)), AND1(x2, ORN1(XOR1(x2, x1), x2)))","(0.443325874572724, 15)","[2, 1.5485304613591997, 2, 1.9188542008373735, 1.3164000768216733, 1.0905855703917027, 0.27370233764544527]"
7,7,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), ORN1(x1, Negative(NAND(NAND(x2, x1), x2)))), x1))","(0.44400198183080836, 19)","[0.43709995944097435, 0.7713775235206228, 1.0317399608873208, 0.5213056198629216, 1.6962945387505504, 1.8104092661425075, 0.11121873041905861, 1.589819440704703, 0.6611325530106287, 1.2481337029675619]"
7,8,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), x2), ORN1(x1, x1)), x1))","(0.44439566561983196, 18)","[1.234836441355582, 0.423927516961889, 0.15561199431670492, 1.7531090794004374, 0.1696490420902863, 0.48842920302257076, 1.2424734601179643, 1.5628150759761101, 0.008302948679187017]"
7,9,"NOR1(NAND(x2, x2), NOR1(NOR1(x2, x1), x1))","(0.4450795489470114, 9)","[0.4524325024436968, 1.8931454500974454, 1.6953428463393165, 0.6771251228834785]"
7,10,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(x2, x2), ORN1(x1, x1)), x1))","(0.44539686253847466, 15)","[1.1828568582970584, 0.8259453944982347, 1.999075972142857, 1.2432797222600982, 1.6358778684289228, 1.1239483827858563, 1.9925307582178828]"
7,11,"NOR1(XNOR(XOR1(x2, Positive(x2)), x2), AND1(ANDN(Negative(x1), ORN1(x1, x1)), x1))","(0.4455484949870419, 15)","[0.8419281073422871, 0.9875852434194408, 1.7900955876407618, 0.0018401781626231628, 1.611026847965136, 1.934462795403856, 0.28717098405637675, 0.8167283013311988]"
7,12,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), AND1(ANDN(x1, x2), XOR1(x1, x2))), ORN1(x1, x1)), x1))","(0.4456191625213885, 24)","[2, 0.6532686869774748, 0.4892244820876439, 1.4233273283347887, 0.7589908605262425, 1.40801433864225, 0.19202108492128467, 1.4152907603787646, 1.6550824071918504, 0.9432498103954823, 0.31448787403129597, 1.0506230165185668]"
7,13,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(x2, ORN1(XOR1(x2, x1), x2)))","(0.4456536752719477, 13)","[2, 1.9374566351639562, 0.6629729099221704, 1.110821826712178, 0, 0.008995645185461143]"
7,14,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), AND1(ANDN(x1, x2), XOR1(ORN1(x1, Negative(x2)), x2))), ORN1(x1, x2)), x1))","(0.44590855420752556, 27)","[0.24050867180514945, 1.3486202709061728, 0.09406999273251371, 0.42295150079236543, 1.3375495257753887, 1.3476771786311044, 1.71713813463561, 1.947871547020085, 0.8798980689548914, 1.6890197473987256, 1.1568666075176526, 0.3726285176480333, 0.2996780888997499, 0.3490189304001914]"
7,15,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), x2), ORN1(x1, Negative(XNOR(x2, x1)))), x1))","(0.44622123827328963, 21)","[2, 1.0961515845984346, 2, 1.8846139895300784, 0.7208319595815875, 0.8868328602378667, 2, 1.074551177424888, 0.6394831458845269, 0, 2]"
7,16,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(x1, NOR1(x2, x2))))","(0.44625773232925037, 11)","[0.6639488536180427, 0.3698807698043389, 0.6007480591715155, 0.6136618246217811, 1.681328190290163]"
7,17,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), ORN1(x1, x1)), x1))","(0.446466325670141, 14)","[1.058656654046782, 1.3521505444956854, 1.049986260948354, 0.5429674710673571, 1.505492475983381, 1.3084670397067137, 1.8972210272459957]"
7,18,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(NOR1(x1, x2), x1)))","(0.4466917332745164, 11)","[0.1392168994979932, 0.1489620251760273, 1.8972331699306395, 1.7964899939996197, 1.2365286952398993]"
7,19,"ORN1(x2, Positive(x1))","(0.447065543727917, 4)","[0.9790210900762553, 0.2438056606103398]"
8,0,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(x1, x1)))","(0.3967389958838916, 9)","[1.015997344966947, 0.7847176901725503, 0.40217693156120427, 0.12640235026264834]"
8,1,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(NOR1(x1, x2), ORN1(x2, x2))))","(0.4398586187979936, 13)","[0.2676406755138374, 1.7308809968794514, 0.046198239834943866, 0.23495592857419356, 0.8558117498947255, 1.4926584234422193]"
8,2,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(ORN1(x2, Positive(x1)), x2), ORN1(x1, x1)), Positive(x1)))","(0.4417047226468843, 19)","[0.44237065150217614, 1.1031103766946653, 1.3175703126975862, 1.2952502548234557, 0.18682523756525793, 0.653621325073118, 1.0876433277093376, 1.4116256174623245, 1.2825579053677805, 1.5206412688193014]"
8,3,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), ORN1(x1, Negative(x2))), x1))","(0.4417362703087725, 15)","[1.5442095021717404, 0.6126301315216045, 0.9303197242192682, 1.979689445718967, 1.502123752762184, 1.7796364582053545, 1.1185785498964982, 0.2788903573017314]"
8,4,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(ORN1(x2, Positive(x1)), x2), AND1(Negative(x1), XOR1(x2, x2))), x1))","(0.44260333166804877, 21)","[0.901213255166603, 0.4316387073878507, 0.8081427722010817, 1.846993553623026, 1.3807603837464613, 0.3895725149289755, 0.17839105038869785, 1.2667469983209152, 1.6466454991253066, 0.4812696492745365, 0.32520309837624173]"
8,5,"NOR1(ORN1(ORN1(x1, x2), ORN1(x1, x2)), Positive(x2))","(0.4426055013524864, 10)","[0.7402703741837506, 0.816261250161511, 1.042136348418333, 1.5713679455653802, 1.818135977330569]"
8,6,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(ORN1(x2, Positive(x1)), x2), ORN1(x1, x1)), x1))","(0.4430115329485218, 18)","[1.202974380918067, 0.36765832030963685, 1.0722541795690608, 0.7722240424904461, 2, 0.8720532628171646, 0.5240732512080979, 1.6910634672667828, 1.5228918855136506]"
8,7,"NOR1(ORN1(ORN1(x1, x2), ORN1(x1, x2)), AND1(x2, ORN1(XOR1(x2, x1), x2)))","(0.443325874572724, 15)","[2, 1.5485304613591997, 2, 1.9188542008373735, 1.3164000768216733, 1.0905855703917027, 0.27370233764544527]"
8,8,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), ORN1(x1, Negative(NAND(NAND(x2, x1), x2)))), x1))","(0.44400198183080836, 19)","[0.43709995944097435, 0.7713775235206228, 1.0317399608873208, 0.5213056198629216, 1.6962945387505504, 1.8104092661425075, 0.11121873041905861, 1.589819440704703, 0.6611325530106287, 1.2481337029675619]"
8,9,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), x2), ORN1(x1, x1)), x1))","(0.44439566561983196, 18)","[1.234836441355582, 0.423927516961889, 0.15561199431670492, 1.7531090794004374, 0.1696490420902863, 0.48842920302257076, 1.2424734601179643, 1.5628150759761101, 0.008302948679187017]"
8,10,"NOR1(NAND(x2, x2), NOR1(NOR1(x2, x1), x1))","(0.4450795489470114, 9)","[0.4524325024436968, 1.8931454500974454, 1.6953428463393165, 0.6771251228834785]"
8,11,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(x2, x2), ORN1(x1, x1)), x1))","(0.44539686253847466, 15)","[1.1828568582970584, 0.8259453944982347, 1.999075972142857, 1.2432797222600982, 1.6358778684289228, 1.1239483827858563, 1.9925307582178828]"
8,12,"NOR1(XNOR(XOR1(x2, Positive(x2)), x2), AND1(ANDN(Negative(x1), ORN1(x1, x1)), x1))","(0.4455484949870419, 15)","[0.8419281073422871, 0.9875852434194408, 1.7900955876407618, 0.0018401781626231628, 1.611026847965136, 1.934462795403856, 0.28717098405637675, 0.8167283013311988]"
8,13,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), AND1(ANDN(x1, x2), XOR1(x1, x2))), ORN1(x1, x1)), x1))","(0.4456191625213885, 24)","[2, 0.6532686869774748, 0.4892244820876439, 1.4233273283347887, 0.7589908605262425, 1.40801433864225, 0.19202108492128467, 1.4152907603787646, 1.6550824071918504, 0.9432498103954823, 0.31448787403129597, 1.0506230165185668]"
8,14,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(x2, ORN1(XOR1(x2, x1), x2)))","(0.4456536752719477, 13)","[2, 1.9374566351639562, 0.6629729099221704, 1.110821826712178, 0, 0.008995645185461143]"
8,15,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), AND1(ANDN(x1, x2), XOR1(ORN1(x1, Negative(x2)), x2))), ORN1(x1, x2)), x1))","(0.44590855420752556, 27)","[0.24050867180514945, 1.3486202709061728, 0.09406999273251371, 0.42295150079236543, 1.3375495257753887, 1.3476771786311044, 1.71713813463561, 1.947871547020085, 0.8798980689548914, 1.6890197473987256, 1.1568666075176526, 0.3726285176480333, 0.2996780888997499, 0.3490189304001914]"
8,16,"NOR1(ORN1(ORN1(NOR1(x1, x2), x2), ORN1(x1, x2)), Positive(x2))","(0.4460820534957203, 12)","[0.6002311637593656, 0.9171894127691547, 1.0229525067815741, 0.2237732342649419, 1.201407554052271, 1.3875811211390547]"
8,17,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), x2), ORN1(x1, Negative(XNOR(x2, x1)))), x1))","(0.44622123827328963, 21)","[2, 1.0961515845984346, 2, 1.8846139895300784, 0.7208319595815875, 0.8868328602378667, 2, 1.074551177424888, 0.6394831458845269, 0, 2]"
8,18,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(x1, NOR1(x2, x2))))","(0.44625773232925037, 11)","[0.6639488536180427, 0.3698807698043389, 0.6007480591715155, 0.6136618246217811, 1.681328190290163]"
8,19,"ORN1(ANDN(x2, x2), XOR1(x1, Positive(x1)))","(0.4462804984552565, 8)","[1.869329323541215, 0.7913633491909962, 1.9142539037481743, 0.8169084708066292]"
9,0,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(x1, x1)))","(0.3967389958838916, 9)","[1.015997344966947, 0.7847176901725503, 0.40217693156120427, 0.12640235026264834]"
9,1,"ORN1(ANDN(x2, x2), XOR1(x1, ANDN(NOR1(x1, x2), ORN1(x2, x2))))","(0.4398586187979936, 13)","[0.2676406755138374, 1.7308809968794514, 0.046198239834943866, 0.23495592857419356, 0.8558117498947255, 1.4926584234422193]"
9,2,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(ORN1(x2, Positive(x1)), x2), ORN1(x1, x1)), Positive(x1)))","(0.4417047226468843, 19)","[0.44237065150217614, 1.1031103766946653, 1.3175703126975862, 1.2952502548234557, 0.18682523756525793, 0.653621325073118, 1.0876433277093376, 1.4116256174623245, 1.2825579053677805, 1.5206412688193014]"
9,3,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), ORN1(x1, Negative(x2))), x1))","(0.4417362703087725, 15)","[1.5442095021717404, 0.6126301315216045, 0.9303197242192682, 1.979689445718967, 1.502123752762184, 1.7796364582053545, 1.1185785498964982, 0.2788903573017314]"
9,4,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), ORN1(x1, Negative(Negative(x2)))), x1))","(0.44235186113360336, 16)","[2, 1.5854450983758999, 0.40389058513311504, 2, 1.5817511170568757, 1.319463671399927, 1.0019202972014558, 1.454108247395353, 0.8519125378307395]"
9,5,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(ORN1(x2, Positive(x1)), x2), AND1(Negative(x1), XOR1(x2, x2))), x1))","(0.44260333166804877, 21)","[0.901213255166603, 0.4316387073878507, 0.8081427722010817, 1.846993553623026, 1.3807603837464613, 0.3895725149289755, 0.17839105038869785, 1.2667469983209152, 1.6466454991253066, 0.4812696492745365, 0.32520309837624173]"
9,6,"NOR1(ORN1(ORN1(x1, x2), ORN1(x1, x2)), Positive(x2))","(0.4426055013524864, 10)","[0.7402703741837506, 0.816261250161511, 1.042136348418333, 1.5713679455653802, 1.818135977330569]"
9,7,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(ORN1(x2, Positive(x1)), x2), ORN1(x1, x1)), x1))","(0.4430115329485218, 18)","[1.202974380918067, 0.36765832030963685, 1.0722541795690608, 0.7722240424904461, 2, 0.8720532628171646, 0.5240732512080979, 1.6910634672667828, 1.5228918855136506]"
9,8,"NOR1(ORN1(ORN1(x1, x2), ORN1(x1, x2)), AND1(x2, ORN1(XOR1(x2, x1), x2)))","(0.443325874572724, 15)","[2, 1.5485304613591997, 2, 1.9188542008373735, 1.3164000768216733, 1.0905855703917027, 0.27370233764544527]"
9,9,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(ORN1(x2, Positive(x1)), x2), XOR1(x2, x2)), x1))","(0.44343803778032165, 18)","[0.27180979742084777, 0.30971726737447125, 1.517011447341716, 1.5732220118293254, 1.2062006748267806, 1.9813279843391383, 0.8173579467008563, 1.0281211505788967, 0.7965968719561927]"
9,10,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(Negative(x1), ORN1(x1, Negative(NAND(NAND(x2, x1), x2)))), x1))","(0.44400198183080836, 19)","[0.43709995944097435, 0.7713775235206228, 1.0317399608873208, 0.5213056198629216, 1.6962945387505504, 1.8104092661425075, 0.11121873041905861, 1.589819440704703, 0.6611325530106287, 1.2481337029675619]"
9,11,"NOR1(XNOR(XOR1(XOR1(x2, x1), x2), x2), AND1(ANDN(ORN1(ORN1(x2, Positive(x1)), x2), AND1(Negative(x1), XOR1(x2, x2))), x1))","(0.44438455722855147, 23)","[1.5474759115157062, 0.24905702586741707, 0, 1.8920113930686857, 1.931392838124438, 0.6564039721450232, 1.8714005549971984, 1.5157049460354894, 0.5534658407735312, 0.811361849915936, 0.3519398772059108, 0.15753744349069532]"
9,12,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), x2), ORN1(x1, x1)), x1))","(0.44439566561983196, 18)","[1.234836441355582, 0.423927516961889, 0.15561199431670492, 1.7531090794004374, 0.1696490420902863, 0.48842920302257076, 1.2424734601179643, 1.5628150759761101, 0.008302948679187017]"
9,13,"NOR1(NAND(x2, x2), NOR1(NOR1(x2, x1), x1))","(0.4450795489470114, 9)","[0.4524325024436968, 1.8931454500974454, 1.6953428463393165, 0.6771251228834785]"
9,14,"NOR1(ORN1(ORN1(x1, x2), ORN1(NOR1(XNOR(x2, x1), XOR1(x1, x1)), x2)), AND1(x2, ORN1(XOR1(x2, x1), x2)))","(0.44511513611480097, 21)","[1.0482779043508432, 1.178770404146786, 0.8968174120031414, 0.2801743844407236, 0.31536142215639096, 0.6462431014744734, 0.6040176140761075, 1.3541452237746852, 0.0565928583241444, 1.8236415371000723]"
9,15,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(x2, x2), ORN1(x1, x1)), x1))","(0.44539686253847466, 15)","[1.1828568582970584, 0.8259453944982347, 1.999075972142857, 1.2432797222600982, 1.6358778684289228, 1.1239483827858563, 1.9925307582178828]"
9,16,"NOR1(XNOR(XOR1(x2, Positive(x2)), x2), AND1(ANDN(Negative(x1), ORN1(x1, x1)), x1))","(0.4455484949870419, 15)","[0.8419281073422871, 0.9875852434194408, 1.7900955876407618, 0.0018401781626231628, 1.611026847965136, 1.934462795403856, 0.28717098405637675, 0.8167283013311988]"
9,17,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(ANDN(ORN1(AND1(Positive(x2), x2), AND1(ANDN(x1, x2), XOR1(x1, x2))), ORN1(x1, x1)), x1))","(0.4456191625213885, 24)","[2, 0.6532686869774748, 0.4892244820876439, 1.4233273283347887, 0.7589908605262425, 1.40801433864225, 0.19202108492128467, 1.4152907603787646, 1.6550824071918504, 0.9432498103954823, 0.31448787403129597, 1.0506230165185668]"
9,18,"NOR1(XNOR(XOR1(x2, x2), x2), AND1(x2, ORN1(XOR1(x2, x1), x2)))","(0.4456536752719477, 13)","[2, 1.9374566351639562, 0.6629729099221704, 1.110821826712178, 0, 0.008995645185461143]"
